TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cleaned,Label_Encoded,Target
0.07571201500898975,2023-03-02 16:43:56,Debit,Raleigh,Online,0.04838709677419356,Student,0.296551724137931,0.0,0.12299132740103008,2024-11-04 08:07:09,tx000025,0.47878787878787876,0
0.0037678818042056438,2023-10-20 17:53:13,Credit,Houston,Online,0.7580645161290323,Retired,0.9172413793103449,0.0,0.23751305729615496,2024-11-04 08:09:44,tx000026,0.07878787878787878,0
0.128550954999088,2023-04-17 16:37:01,Debit,Miami,ATM,0.08064516129032262,Student,0.5103448275862069,1.0,0.03845600581847905,2024-11-04 08:11:38,tx000027,0.8808080808080808,0
0.020877087839070278,2023-03-29 16:42:38,Debit,Milwaukee,Branch,0.30645161290322587,Engineer,0.29310344827586204,0.0,0.1737793360642184,2024-11-04 08:11:59,tx000028,0.1111111111111111,0
0.06628449331630924,2023-01-24 16:18:32,Debit,Las Vegas,Online,0.4193548387096775,Doctor,0.6448275862068966,0.0,0.11231022387969408,2024-11-04 08:11:22,tx000029,0.7777777777777778,0
0.029137243661568127,2023-09-20 16:55:42,Debit,Detroit,Branch,0.14516129032258068,Student,0.9413793103448276,0.0,0.08405336115304833,2024-11-04 08:08:30,tx000030,0.6242424242424243,0
0.014618130651171273,2023-07-17 17:49:22,Credit,Miami,Online,0.6612903225806451,Doctor,0.034482758620689655,0.0,0.5534290442664186,2024-11-04 08:09:17,tx000031,0.7313131313131314,0
0.03067462282096047,2023-02-06 16:24:24,Debit,Baltimore,ATM,0.1774193548387097,Doctor,0.8517241379310345,0.0,0.6535296039320443,2024-11-04 08:06:58,tx000032,0.5797979797979798,0
0.20647262683378065,2023-09-25 16:26:00,Debit,New York,ATM,0.5,Engineer,0.5448275862068966,0.5,0.6445565359077325,2024-11-04 08:11:13,tx000033,0.11717171717171718,0
0.4573312140083904,2023-03-13 17:23:24,Debit,Los Angeles,Online,0.06451612903225812,Student,0.4827586206896552,0.0,0.020014465534787865,2024-11-04 08:07:50,tx000034,0.7151515151515152,0
0.13289209682882977,2023-10-27 16:42:49,Credit,San Francisco,Branch,0.435483870967742,Doctor,0.13793103448275862,0.0,0.9891024512090688,2024-11-04 08:10:51,tx000035,0.7272727272727273,0
0.06488261198113453,2023-10-16 16:32:56,Debit,Seattle,Branch,0.5,Engineer,0.1206896551724138,0.0,0.3806929475140387,2024-11-04 08:06:23,tx000036,0.5313131313131313,0
0.04058159835318029,2023-11-21 16:58:44,Debit,Milwaukee,Branch,0.12903225806451613,Student,0.46551724137931033,0.0,0.05373220208190774,2024-11-04 08:12:18,tx000037,0.806060606060606,0
0.3382338379758709,2023-03-02 17:53:32,Debit,San Jose,ATM,0.9193548387096775,Retired,0.4379310344827586,,0.3209446424418253,2024-11-04 08:11:15,tx000038,0.40404040404040403,0
0.4143367120931808,2023-10-12 17:07:40,Debit,Mesa,ATM,0.7741935483870968,Doctor,0.27586206896551724,0.25,0.5252246123814761,2024-11-04 08:11:17,tx000039,0.9555555555555556,0
0.17477655887641036,2023-01-24 17:17:20,Debit,Oklahoma City,Online,0.5967741935483871,Retired,0.7103448275862069,0.0,0.061716478206919,2024-11-04 08:07:32,tx000040,0.8080808080808081,0
0.17104515725564792,2023-07-31 18:39:50,Debit,San Antonio,ATM,0.7258064516129032,Retired,0.3758620689655172,0.0,0.28382629527705666,2024-11-04 08:07:31,tx000041,0.8404040404040404,0
0.017593871329181544,2023-01-09 16:13:21,Debit,Philadelphia,Online,0.32258064516129037,Doctor,0.031034482758620682,0.0,0.9486776000656059,2024-11-04 08:11:45,tx000042,0.9595959595959596,0
0.12567944341662976,2023-04-20 18:57:43,Credit,Charlotte,Online,0.6290322580645161,Doctor,0.36551724137931035,0.0,0.8910399724670863,2024-11-04 08:09:03,tx000043,0.2383838383838384,0
0.028694270005472026,2023-04-12 16:03:37,Debit,Tucson,ATM,0.016129032258064557,Student,0.36896551724137927,0.0,0.009446962170475522,2024-11-04 08:08:03,tx000044,0.23232323232323232,0
0.1584542825129635,2023-07-26 16:52:28,Debit,Louisville,Branch,0.14516129032258068,Student,0.07931034482758621,0.0,0.05158119319151912,2024-11-04 08:09:53,tx000045,0.0202020202020202,0
0.22670349428042838,2023-10-04 17:49:29,Debit,Chicago,Branch,0.903225806451613,Retired,0.27586206896551724,0.0,0.3073274117851088,2024-11-04 08:11:12,,0.8,0
0.08558772181254397,2023-12-13 16:01:38,Debit,Baltimore,Branch,0.12903225806451613,Student,0.22413793103448276,0.0,0.09464573555765579,2024-11-04 08:10:33,tx000047,0.5616161616161616,0
0.2657737707481043,2023-10-09 16:29:40,Debit,Oklahoma City,Online,0.016129032258064557,Student,0.3275862068965517,0.0,0.04573918748327928,2024-11-04 08:11:35,tx000048,0.8767676767676768,0
0.3265706021835995,2023-11-27 16:45:57,Debit,Denver,Online,0.12903225806451613,Student,0.4413793103448276,0.0,0.011041397510476086,2024-11-04 08:07:24,tx000049,0.5898989898989899,0
0.01133491414128254,2023-03-27 16:45:18,Credit,Sacramento,Online,0.3709677419354839,Engineer,0.5689655172413793,0.0,0.08293752529115922,2024-11-04 08:06:31,tx000050,0.9414141414141414,0
0.2215285196862704,2023-02-13 16:59:39,Credit,Kansas City,Online,0.8225806451612903,Retired,0.38275862068965516,0.0,0.2558551134186656,2024-11-04 08:07:07,tx000051,0.31717171717171716,0
0.22112202621361754,2023-02-21 17:45:55,Debit,Omaha,Online,0.532258064516129,Engineer,0.8758620689655173,0.0,0.34164743082153753,,tx000052,0.9636363636363636,0
0.044385960340829145,2023-06-07 16:45:34,Debit,Virginia Beach,Branch,0.7903225806451613,Doctor,0.46551724137931033,0.0,0.9950869612562968,2024-11-04 08:06:45,tx000053,0.22828282828282828,0
0.08819866065612214,2023-09-07 16:51:27,Debit,San Diego,Branch,0.16129032258064518,Student,0.4551724137931034,0.0,0.05496029372026398,2024-11-04 08:08:58,tx000054,0.10707070707070707,0
0.05439195351382338,2023-03-29 17:47:16,Debit,Omaha,ATM,0.7096774193548387,Retired,0.27586206896551724,0.0,0.29418609184539085,2024-11-04 08:10:42,tx000055,0.8363636363636363,0
0.16504156135185136,2023-08-04 17:53:40,Debit,Mesa,Branch,0.11290322580645162,Student,0.2517241379310345,0.0,0.08219408284341866,2024-11-04 08:09:15,tx000056,0.7454545454545455,0
0.03141464939937984,2023-12-14 17:52:37,Credit,Columbus,Branch,0.6290322580645161,Retired,0.14482758620689656,0.0,0.23080863146092492,2024-11-04 08:09:57,tx000057,0.5393939393939394,0
0.15233082314928212,2023-03-03 17:37:41,Credit,Dallas,Branch,0.8064516129032258,Retired,0.17586206896551726,0.0,0.3049807955237505,2024-11-04 08:07:49,tx000058,0.9111111111111111,0
0.20129765223962268,2023-06-09 16:18:15,Debit,Indianapolis,Branch,0.4838709677419355,Engineer,0.06206896551724138,0.0,0.3716782036924756,2024-11-04 08:07:09,tx000059,0.28484848484848485,0
0.058269275868358644,2023-10-02 16:35:22,Debit,Kansas City,Branch,0.08064516129032262,Student,0.1413793103448276,0.0,0.055727935018021424,2024-11-04 08:11:37,tx000060,0.8525252525252526,0
0.2961461291919639,2023-10-06 18:44:37,Debit,Indianapolis,ATM,0.4516129032258065,Engineer,0.489655172413793,0.0,0.3628926767557946,,tx000061,0.8747474747474747,0
0.13744169684967558,2023-05-16 16:07:30,Debit,Dallas,Branch,0.9838709677419355,Retired,0.7482758620689656,0.25,0.2738348589812016,2024-11-04 08:11:03,tx000062,0.00202020202020202,0
0.1820778070198296,2023-11-07 16:48:23,Debit,Las Vegas,Online,0.4838709677419355,Engineer,0.7448275862068966,0.0,0.4403095032917158,2024-11-04 08:08:09,tx000063,0.8484848484848485,0
0.31328139250071657,2023-05-30 17:43:25,Credit,Philadelphia,Branch,0.6129032258064516,Engineer,0.32413793103448274,0.0,0.5617521042916662,2024-11-04 08:08:01,tx000064,0.6484848484848484,0
0.002871511582458243,2023-11-02 16:01:40,Debit,Charlotte,Online,0.5161290322580645,Doctor,0.393103448275862,0.0,0.9334619009272195,2024-11-04 08:11:32,tx000065,0.8666666666666667,0
0.10478672121322667,2023-03-29 17:00:31,Credit,Nashville,Branch,0.3870967741935484,Engineer,0.6068965517241379,0.0,0.16695996569140822,2024-11-04 08:11:41,tx000066,0.4808080808080808,0
0.1553847356489564,2023-04-25 16:11:24,Debit,Indianapolis,Branch,0.6129032258064516,Retired,0.7413793103448276,0.0,0.1958426375671014,2024-11-04 08:10:12,tx000067,0.6363636363636364,0
0.2714125648174688,2023-04-18 18:40:47,Debit,Albuquerque,Branch,0.11290322580645162,Student,0.4068965517241379,0.0,0.12436662871032231,2024-11-04 08:12:10,tx000068,0.9191919191919192,0
0.06098444380748886,2023-02-09 16:34:53,Credit,Austin,Online,0.6774193548387097,Engineer,0.020689655172413793,0.0,0.2396035690615014,2024-11-04 08:07:11,tx000069,0.9212121212121213,0
0.09842353492977564,2023-11-13 16:42:28,Credit,Indianapolis,,0.22580645161290325,Engineer,0.32068965517241377,0.0,0.05886773580771057,2024-11-04 08:08:42,tx000070,0.7878787878787878,0
0.06946348073064595,2023-07-18 16:12:00,Debit,Atlanta,ATM,0.4193548387096775,Engineer,0.7241379310344828,0.0,0.25173727577412797,2024-11-04 08:10:18,tx000071,0.43434343434343436,0
0.07449774604580868,2023-01-13 17:00:16,Debit,Dallas,Online,0.27419354838709675,Engineer,0.43103448275862066,0.0,0.4217032763898542,2024-11-04 08:09:26,tx000072,0.10303030303030303,0
0.012773275659900461,2023-07-04 18:20:33,Debit,Boston,ATM,0.7096774193548387,Retired,0.15517241379310343,0.0,0.38750156284239695,2024-11-04 08:12:15,tx000073,0.5616161616161616,0
0.12177085233342885,2023-10-20 16:54:28,Credit,Jacksonville,Online,0.12903225806451613,Student,0.9310344827586207,0.0,0.4326465341197063,2024-11-04 08:08:45,tx000074,0.21818181818181817,0
0.6317586054147015,2023-10-04 16:36:29,Debit,Indianapolis,Branch,0.03225806451612906,Student,0.04827586206896552,0.0,0.03392544334309802,2024-11-04 08:06:51,tx000075,0.5272727272727272,0
0.12083279047346066,2023-12-28 17:31:03,Debit,,ATM,0.30645161290322587,Engineer,0.1413793103448276,0.0,0.44288063110600845,2024-11-04 08:09:17,tx000076,0.47474747474747475,0
,2023-06-12 17:53:52,Debit,Kansas City,Online,0.06451612903225812,Student,0.35517241379310344,0.0,0.035822364308309484,2024-11-04 08:08:22,tx000077,0.012121212121212121,0
0.04756494775516586,2023-03-13 16:32:12,Debit,Milwaukee,Branch,0.4193548387096775,Doctor,0.20344827586206898,0.0,0.979703886738627,2024-11-04 08:11:36,tx000078,0.04242424242424243,0
0.0625530916955468,2023-12-18 18:46:27,Debit,Miami,Branch,0.016129032258064557,Student,0.23103448275862065,0.0,0.08477260475077203,2024-11-04 08:06:50,tx000079,0.9272727272727272,0
0.0906741016754827,2023-07-17 18:54:31,Debit,Seattle,Online,0.5161290322580645,Doctor,0.19655172413793104,0.0,0.7008988528400713,2024-11-04 08:10:29,tx000080,0.026262626262626262,0
0.09560413789509341,2023-06-19 18:22:10,Debit,Denver,ATM,0.32258064516129037,Engineer,0.3172413793103448,0.0,0.030333930686427268,2024-11-04 08:09:51,tx000081,0.8101010101010101,0
0.17986293873934908,,Credit,Phoenix,,0.6451612903225806,Engineer,0.24137931034482757,0.0,0.42688855219624733,2024-11-04 08:08:16,tx000082,0.8888888888888888,0
0.48064726268337804,2023-01-23 16:32:48,Debit,Detroit,ATM,0.7258064516129032,Retired,0.2655172413793103,0.0,0.3101882536093257,2024-11-04 08:11:07,tx000083,0.4686868686868687,0
0.13531542330041432,2023-11-06 16:34:10,Debit,Denver,Online,0.5,Doctor,0.5517241379310345,0.0,0.475615625466332,2024-11-04 08:09:38,tx000084,0.4404040404040404,0
0.08049091904005003,2023-07-03 16:40:24,Debit,San Diego,Online,0.25806451612903225,Doctor,0.506896551724138,0.0,0.0956170505097219,2024-11-04 08:09:42,tx000085,0.2787878787878788,0
0.6982984600151132,2023-09-29 17:22:10,Credit,Austin,Online,0.5806451612903226,Engineer,0.06896551724137931,0.0,0.5749263615550182,2024-11-04 08:06:53,tx000086,0.19393939393939394,0
0.012663835109570837,2023-10-20 17:27:35,Debit,Mesa,Branch,0.7419354838709677,Doctor,0.20344827586206898,0.0,0.6566411727300472,2024-11-04 08:12:05,tx000087,0.604040404040404,0
0.2959116137269719,2023-08-28 17:03:53,,Washington,ATM,0.4838709677419355,Doctor,0.3620689655172414,0.0,0.7028125785622389,2024-11-04 08:07:32,tx000088,0.7434343434343434,0
0.004872710217057092,2023-06-22 18:37:29,Credit,San Diego,Online,0.6451612903225806,Doctor,0.5827586206896552,0.0,0.8592379782129688,2024-11-04 08:09:10,tx000089,0.8747474747474747,0
0.20465382911639785,2023-11-20 16:28:09,Debit,Kansas City,Online,0.09677419354838712,Student,0.3103448275862069,0.0,0.046408016810134484,2024-11-04 08:08:38,tx000090,0.8727272727272727,0
0.37348932954634284,2023-09-14 16:49:33,Credit,Milwaukee,Online,0.6774193548387097,Retired,0.08275862068965517,0.0,0.266373546892666,2024-11-04 08:08:12,tx000091,0.2101010101010101,0
0.11652291737238449,2023-10-02 16:36:10,Debit,Kansas City,ATM,0.5645161290322581,Engineer,0.15517241379310343,0.75,0.1901397752464586,2024-11-04 08:08:01,tx000092,0.6181818181818182,0
0.12007191807593089,2023-03-27 18:16:04,Debit,Houston,Branch,0.04838709677419356,Student,0.43103448275862066,0.0,0.03473879357977622,2024-11-04 08:10:44,tx000093,0.296969696969697,0
0.23027334080308517,2023-12-21 16:37:03,Debit,Los Angeles,Online,0.016129032258064557,Student,0.8620689655172414,,0.0856740119139005,2024-11-04 08:08:21,tx000094,0.7434343434343434,0
0.3355707845845167,2023-03-02 16:05:09,Debit,San Antonio,ATM,0.1774193548387097,Engineer,0.21379310344827585,0.0,0.0700603761307921,2024-11-04 08:08:04,tx000095,0.8484848484848485,0
0.2649607838027985,2023-06-26 16:16:50,Credit,Mesa,Branch,0.532258064516129,Engineer,0.40344827586206894,0.0,0.5113458997065218,2024-11-04 08:09:32,tx000096,0.01818181818181818,0
0.4473356437449514,2023-04-18 17:27:23,Credit,San Francisco,Branch,0.14516129032258068,Student,0.603448275862069,0.0,0.1190926237872007,2024-11-04 08:10:47,tx000097,0.692929292929293,0
0.01308075149177893,2023-07-17 17:08:24,Debit,Louisville,ATM,0.6290322580645161,Engineer,0.23448275862068962,0.0,0.0067077867866212615,2024-11-04 08:11:05,tx000098,0.0202020202020202,0
0.0767959976027308,2023-09-01 17:26:02,Debit,Charlotte,Branch,0.8548387096774193,Retired,0.4241379310344827,0.0,0.13541609250413736,2024-11-04 08:07:22,tx000099,0.9050505050505051,0
0.059806655027750996,2023-09-11 16:19:04,Debit,San Antonio,Branch,0.30645161290322587,Doctor,0.5689655172413793,0.0,0.5069934676548761,2024-11-04 08:08:38,tx000100,0.35555555555555557,0
0.19965604398467832,2023-01-24 17:23:56,Debit,Fort Worth,Branch,0.19354838709677424,Engineer,0.04827586206896552,0.0,0.5915731537957913,2024-11-04 08:11:07,tx000101,0.5272727272727272,0
0.05121817755426428,2023-08-11 16:18:46,Credit,El Paso,Online,0.03225806451612906,Student,0.5413793103448277,0.0,0.6239391156933577,2024-11-04 08:10:02,,0.03434343434343434,0
0.043244651744534485,2023-10-16 18:35:11,,Fort Worth,Branch,0.5967741935483871,Doctor,0.5310344827586208,0.0,0.07260058319228542,2024-11-04 08:10:52,tx000103,0.14747474747474748,0
0.10209239909320686,2023-02-24 16:29:23,Debit,Virginia Beach,Branch,0.14516129032258068,Engineer,0.4689655172413793,0.0,0.6263206858491849,2024-11-04 08:08:32,tx000104,0.9272727272727272,0
0.06758214555593192,2023-01-02 16:36:02,Debit,Las Vegas,ATM,0.22580645161290325,Engineer,0.7758620689655172,0.0,0.5279160622555749,2024-11-04 08:06:35,tx000105,0.3393939393939394,0
0.15980404930036218,2023-11-30 16:31:03,Debit,Colorado Springs,Online,0.4516129032258065,Engineer,0.1413793103448276,0.0,0.6262682550074815,2024-11-04 08:10:48,tx000106,0.4666666666666667,0
0.05978580920864059,2023-11-01 16:52:01,Debit,Seattle,Online,0.6612903225806451,Retired,0.24137931034482757,0.0,0.4062334893262906,2024-11-04 08:09:24,tx000107,0.024242424242424242,0
0.3941579591943091,2023-03-06 16:47:02,Debit,Sacramento,Branch,0.14516129032258068,Student,0.02413793103448276,0.0,0.021469757487191415,2024-11-04 08:11:40,tx000108,0.7919191919191919,0
0.2623967480522188,2023-11-27 18:32:49,Debit,Los Angeles,Online,0.06451612903225812,Student,0.08620689655172413,0.0,0.023296098473187005,2024-11-04 08:09:22,tx000109,0.8444444444444444,0
0.07440393985981186,2023-07-31 16:37:46,Debit,San Antonio,ATM,0.7258064516129032,Retired,0.4724137931034483,0.0,0.5296993830637627,2024-11-04 08:10:42,tx000110,0.30707070707070705,0
0.5445761784402116,2023-11-22 16:13:39,Debit,Columbus,ATM,0.5645161290322581,Retired,0.21724137931034482,0.0,0.11619817244907152,2024-11-04 08:07:35,,0.13333333333333333,0
0.12782656278500143,2023-03-21 16:29:31,,New York,ATM,0.11290322580645162,Student,0.5862068965517242,0.0,0.05940884898169896,2024-11-04 08:10:26,tx000112,0.6343434343434343,0
0.13242827735362328,2023-04-20 18:26:50,Credit,Dallas,Online,0.532258064516129,Engineer,0.5655172413793104,0.0,0.5880327276002674,2024-11-04 08:06:56,tx000113,0.7898989898989899,0
0.1112645595017849,2023-03-01 17:52:14,Credit,Dallas,ATM,0.967741935483871,Retired,0.9379310344827586,0.0,0.23039120129813387,2024-11-04 08:09:36,tx000114,0.2404040404040404,0
0.17072725851421425,2023-02-10 16:52:48,Debit,Fresno,Online,0.3548387096774194,Engineer,0.32413793103448274,0.0,0.025469961833036004,2024-11-04 08:06:30,tx000115,0.6707070707070707,0
0.0011673658701826615,2023-07-21 16:43:11,Debit,San Diego,Online,0.467741935483871,Doctor,0.33448275862068966,0.0,0.8095873155005735,2024-11-04 08:09:53,tx000116,0.9353535353535354,0
0.1562498371420382,2023-10-09 17:02:43,Credit,Austin,Online,0.8064516129032258,Doctor,0.1275862068965517,0.0,0.903793438616256,2024-11-04 08:12:18,tx000117,0.5616161616161616,0
0.02955937149855382,2024-01-01 16:34:10,Credit,Oklahoma City,ATM,0.4032258064516129,Engineer,0.38620689655172413,0.25,0.3755607747396271,2024-11-04 08:07:42,tx000118,0.9939393939393939,0
0.21230945618469393,2023-07-07 16:11:38,Debit,Boston,Online,0.12903225806451613,Engineer,0.17931034482758618,0.0,0.5542470998350445,,tx000119,0.16767676767676767,0
0.06022878286473669,2023-05-22 17:09:52,Debit,Fresno,Branch,0.33870967741935487,Engineer,0.5413793103448277,0.0,0.428843281525388,2024-11-04 08:10:02,tx000120,0.18181818181818182,0
0.027782265419391824,2023-08-16 16:17:12,Debit,Houston,ATM,0.8225806451612903,Retired,0.38275862068965516,0.0,0.10419487065042476,2024-11-04 08:08:43,tx000121,0.5878787878787879,0
0.032873856737108166,2023-11-17 16:02:02,Credit,Detroit,Online,0.4516129032258065,Doctor,0.5344827586206897,0.0,0.7443626762314863,2024-11-04 08:10:13,tx000122,0.7131313131313132,0
0.16552101519139067,,Debit,Detroit,Online,0.14516129032258068,Student,0.2793103448275862,0.0,0.0029744419812405137,2024-11-04 08:11:32,tx000123,0.6202020202020202,0
0.17270239987492508,2023-08-25 17:26:07,Debit,Portland,Online,0.3709677419354839,Engineer,0.17586206896551726,0.0,0.27367017236303115,2024-11-04 08:11:00,tx000124,0.1292929292929293,0
0.002491075383693358,2023-11-27 16:38:34,Debit,Washington,ATM,0.6129032258064516,Retired,0.10689655172413794,0.0,0.3668216289321451,2024-11-04 08:10:48,tx000125,0.6787878787878788,0
0.1116710529744378,2023-08-04 17:46:44,Credit,Detroit,Online,0.8387096774193548,Doctor,0.8172413793103449,0.0,0.7427890787901115,2024-11-04 08:11:56,tx000126,0.5656565656565656,0
0.31193162571331784,2023-09-04 16:48:35,Debit,Philadelphia,Branch,0.6290322580645161,Doctor,0.5103448275862069,0.0,0.08834395169909538,2024-11-04 08:10:13,tx000127,0.4161616161616162,0
0.43829376970581335,2023-08-09 17:34:26,Debit,Tucson,Online,0.12903225806451613,Student,0.24137931034482757,0.0,0.0673796813011453,2024-11-04 08:09:58,tx000128,0.3515151515151515,0
0.019746202152330822,2023-09-07 16:07:40,Debit,Mesa,Online,0.12903225806451613,Student,0.3379310344827586,0.0,0.013607147802542761,2024-11-04 08:07:42,tx000129,0.10303030303030303,0
0.540115173150585,2023-07-11 16:39:53,Debit,San Antonio,Branch,0.6451612903225806,Doctor,0.46206896551724136,0.0,0.3656930214549693,2024-11-04 08:09:24,tx000130,0.6383838383838384,0
0.06486176616202412,2023-07-03 17:14:07,Debit,Oklahoma City,Branch,0.24193548387096775,Engineer,0.3275862068965517,0.0,0.4173326952006959,2024-11-04 08:07:25,tx000131,0.7616161616161616,0
0.15748495192432968,2023-09-25 17:13:36,Credit,San Antonio,Branch,0.967741935483871,Retired,0.10344827586206896,0.0,0.3382703468636274,2024-11-04 08:11:55,tx000132,0.7656565656565657,0
0.10828360736899705,2023-11-20 17:10:02,Debit,Louisville,Online,0.467741935483871,Engineer,0.906896551724138,0.0,0.6213545440735,2024-11-04 08:08:45,tx000133,0.40606060606060607,0
0.002871511582458243,2023-11-17 17:27:07,Credit,Los Angeles,Branch,0.08064516129032262,Student,0.8413793103448276,0.0,0.06834292996987244,2024-11-04 08:10:53,tx000134,0.9939393939393939,0
0.1985929072100477,2023-08-21 16:46:05,Debit,Albuquerque,ATM,0.6129032258064516,Doctor,0.22413793103448276,0.0,0.7887547943971597,2024-11-04 08:09:32,tx000135,0.694949494949495,0
0.008286213096385856,2023-10-16 16:59:36,Debit,Milwaukee,ATM,0.5161290322580645,Doctor,0.393103448275862,0.0,0.9612267203701887,2024-11-04 08:11:59,tx000136,0.35353535353535354,0
0.2531828960054199,2023-06-20 17:21:50,Debit,Oklahoma City,Online,0.0,Student,0.2,0.0,0.11073931519943216,2024-11-04 08:07:03,tx000137,0.5656565656565656,0
0.17517262943950804,2023-01-16 16:53:38,Debit,San Antonio,Branch,0.04838709677419356,Student,0.027586206896551724,0.0,0.06044402201019848,2024-11-04 08:09:57,tx000138,0.5414141414141415,0
0.5196706360580555,2023-11-22 16:07:19,Debit,Seattle,Online,0.8225806451612903,Doctor,0.37241379310344824,0.0,0.4509590138699742,2024-11-04 08:08:25,tx000139,0.8080808080808081,0
0.12210959689397294,2023-09-01 16:09:08,Debit,Chicago,Online,0.08064516129032262,Student,0.3793103448275862,0.0,0.01093855239790438,2024-11-04 08:08:47,tx000140,0.7676767676767676,0
